duration,start_date,start_station_id,end_date,end_station_id,bike_id,subscription_type,zip_code
144685,01/07/2017 15:25:56,16,01/09/2017 07:37:21,24,306,Customer,51071
90708,05/24/2016 22:22:31,4,05/25/2016 23:34:19,9,37,Customer,45068
133757,11/10/2016 20:50:42,14,11/12/2016 09:59:59,13,67,Customer,92273
41096,03/25/2016 04:22:34,14,03/25/2016 15:47:30,2,227,Subscriber,05017
84264,07/19/2016 16:52:20,19,07/20/2016 16:16:44,3,374,Customer,76700
101204,12/21/2016 06:21:12,7,12/22/2016 10:27:56,18,10,Subscriber,73271
7528,12/07/2016 16:28:30,9,12/07/2016 18:33:58,1,44,Customer,67962
111455,01/26/2017 03:34:59,10,01/27/2017 10:32:34,22,11,Subscriber,00051
3518,04/07/2016 17:48:00,17,04/07/2016 18:46:38,11,297,Customer,04286
84120,08/19/2016 21:43:39,8,08/20/2016 21:05:39,19,459,Subscriber,70125
48898,03/20/2016 23:45:55,12,03/21/2016 13:20:53,23,31,Customer,28770
153707,06/02/2016 18:22:18,9,06/04/2016 13:04:05,21,273,Subscriber,99973
111681,08/08/2016 22:37:44,25,08/10/2016 05:39:05,11,481,Subscriber,93159
90174,05/04/2016 03:50:01,21,05/05/2016 04:52:55,8,157,Customer,70031
144894,03/17/2016 05:42:22,4,03/18/2016 21:57:16,19,452,Customer,97866
173564,07/29/2016 15:00:51,14,07/31/2016 15:13:35,12,67,Customer,11781
57450,02/24/2016 07:58:21,2,02/24/2016 23:55:51,14,269,Customer,09078
20628,05/30/2016 22:32:43,21,05/31/2016 04:16:31,24,345,Customer,29586
46123,05/25/2016 07:34:35,19,05/25/2016 20:23:18,4,145,Subscriber,55851
77949,03/16/2016 09:03:53,1,03/17/2016 06:43:02,4,308,Subscriber,91808
123354,02/19/2016 03:14:22,1,02/20/2016 13:30:16,5,8,Customer,66938
135603,05/23/2016 19:24:35,17,05/25/2016 09:04:38,5,255,Customer,75827
13224,10/21/2016 03:03:53,2,10/21/2016 06:44:17,22,205,Subscriber,76294
49950,10/22/2016 15:15:36,10,10/23/2016 05:08:06,15,380,Subscriber,39328
101739,12/09/2016 22:19:20,6,12/11/2016 02:34:59,23,342,Subscriber,56106
127627,12/14/2016 03:39:20,7,12/15/2016 15:06:27,9,154,Subscriber,88422
21415,05/19/2016 16:34:41,2,05/19/2016 22:31:36,15,350,Customer,56188
132200,03/27/2016 07:06:22,2,03/28/2016 19:49:42,21,228,Customer,26726
50588,07/26/2016 23:37:00,20,07/27/2016 13:40:08,3,159,Subscriber,03846
95943,07/14/2016 10:38:08,6,07/15/2016 13:17:11,1,323,Customer,70238
79442,12/31/2016 14:26:25,3,01/01/2017 12:30:27,19,482,Customer,32040
166930,08/09/2016 07:16:06,21,08/11/2016 05:38:16,2,38,Customer,08344
168745,08/24/2016 21:24:22,8,08/26/2016 20:16:47,25,51,Subscriber,53714
98456,04/17/2016 12:56:32,24,04/18/2016 16:17:28,3,294,Customer,24658
127482,02/22/2016 10:56:25,12,02/23/2016 22:21:07,2,441,Customer,55261
18140,10/30/2016 10:25:27,4,10/30/2016 15:27:47,15,407,Subscriber,21647
109147,03/19/2016 20:40:46,2,03/21/2016 02:59:53,3,383,Customer,94081
47385,02/29/2016 23:29:10,7,03/01/2016 12:38:55,17,233,Customer,03537
143431,04/20/2016 04:12:45,4,04/21/2016 20:03:16,22,73,Customer,09457
8713,05/13/2016 12:52:12,14,05/13/2016 15:17:25,14,204,Subscriber,88103
75878,04/06/2016 07:45:33,16,04/07/2016 04:50:11,6,241,Customer,68057
175914,12/03/2016 22:35:53,3,12/05/2016 23:27:47,2,426,Subscriber,18630
169201,05/05/2016 23:18:41,21,05/07/2016 22:18:42,9,442,Customer,87167
86433,08/30/2016 05:42:22,13,08/31/2016 05:42:55,3,74,Subscriber,36521
99221,04/05/2016 10:53:47,17,04/06/2016 14:27:28,8,74,Customer,78040
60368,10/21/2016 06:50:20,11,10/21/2016 23:36:28,3,62,Customer,14558
108178,11/24/2016 07:04:14,2,11/25/2016 13:07:12,10,382,Subscriber,83322
28325,07/28/2016 08:31:43,25,07/28/2016 16:23:48,11,297,Customer,97875
139904,01/28/2017 13:57:00,4,01/30/2017 04:48:44,18,474,Subscriber,66367
75947,03/27/2016 09:17:22,23,03/28/2016 06:23:09,2,474,Customer,21693
174679,04/23/2016 14:01:18,25,04/25/2016 14:32:37,6,155,Subscriber,61205
31141,04/30/2016 08:28:57,23,04/30/2016 17:07:58,5,228,Subscriber,91204
158966,08/20/2016 14:43:11,18,08/22/2016 10:52:37,24,20,Customer,17837
96465,07/24/2016 17:54:28,12,07/25/2016 20:42:13,8,185,Subscriber,76974
34449,04/02/2016 18:56:13,12,04/03/2016 04:30:22,16,283,Subscriber,40395
85872,03/26/2016 04:33:58,9,03/27/2016 04:25:10,10,125,Customer,58454
129070,01/09/2017 16:28:20,17,01/11/2017 04:19:30,12,190,Customer,75673
67263,11/07/2016 01:23:43,22,11/07/2016 20:04:46,2,275,Customer,33410
99322,05/05/2016 21:57:59,10,05/07/2016 01:33:21,13,413,Subscriber,72996
100135,05/05/2016 07:08:44,19,05/06/2016 10:57:39,17,129,Customer,01180
132267,07/10/2016 23:48:04,7,07/12/2016 12:32:31,4,286,Subscriber,38820
83268,09/19/2016 21:44:04,24,09/20/2016 20:51:52,21,280,Subscriber,09342
90218,03/22/2016 20:07:14,8,03/23/2016 21:10:52,1,370,Customer,66614
141534,03/06/2016 09:19:32,24,03/08/2016 00:38:26,5,413,Subscriber,37914
46755,05/10/2016 21:30:47,24,05/11/2016 10:30:02,12,357,Subscriber,59042
105609,03/02/2016 04:20:02,11,03/03/2016 09:40:11,13,366,Subscriber,88438
147300,12/18/2016 14:23:59,5,12/20/2016 07:18:59,22,203,Customer,80520
76532,07/20/2016 14:18:08,24,07/21/2016 11:33:40,12,266,Customer,49742
114318,03/16/2016 07:20:21,12,03/17/2016 15:05:39,15,204,Customer,99721
78415,09/06/2016 16:40:56,4,09/07/2016 14:27:51,23,243,Subscriber,59714
152417,05/29/2016 02:24:17,24,05/30/2016 20:44:34,18,309,Customer,81548
48451,06/20/2016 05:23:05,17,06/20/2016 18:50:36,21,130,Subscriber,52017
130926,12/20/2016 17:20:45,14,12/22/2016 05:42:51,16,338,Customer,89705
169778,10/03/2016 12:06:26,6,10/05/2016 11:16:04,24,234,Subscriber,86609
20397,09/19/2016 01:07:25,17,09/19/2016 06:47:22,2,201,Subscriber,16899
127015,11/18/2016 13:39:49,24,11/20/2016 00:56:44,6,141,Subscriber,42975
28559,09/11/2016 22:23:47,8,09/12/2016 06:19:46,12,47,Customer,72514
38207,06/24/2016 16:44:38,10,06/25/2016 03:21:25,24,194,Customer,08686
145168,12/14/2016 16:58:13,8,12/16/2016 09:17:41,2,174,Customer,98310
80376,03/15/2016 11:03:32,5,03/16/2016 09:23:08,14,485,Subscriber,16022
66805,02/03/2016 02:34:08,6,02/03/2016 21:07:33,25,36,Subscriber,39737
133667,06/17/2016 03:28:00,17,06/18/2016 16:35:47,10,59,Subscriber,03053
109363,01/13/2017 15:11:55,4,01/14/2017 21:34:38,9,31,Customer,65615
39176,06/14/2016 18:04:16,12,06/15/2016 04:57:12,2,295,Subscriber,33060
24910,06/09/2016 09:35:29,5,06/09/2016 16:30:39,16,31,Customer,00087
5541,01/04/2017 14:36:31,22,01/04/2017 16:08:52,15,458,Subscriber,49470
163842,01/27/2017 22:49:39,11,01/29/2017 20:20:21,7,119,Subscriber,42786
160226,06/16/2016 16:03:29,13,06/18/2016 12:33:55,1,270,Customer,57518
123098,11/09/2016 08:52:25,21,11/10/2016 19:04:03,9,79,Subscriber,92297
65036,12/31/2016 04:56:07,13,12/31/2016 23:00:03,24,247,Customer,14248
61418,01/19/2017 13:30:55,11,01/20/2017 06:34:33,11,222,Subscriber,83319
33564,07/15/2016 04:59:36,20,07/15/2016 14:19:00,3,207,Subscriber,78328
23837,04/24/2016 09:19:55,22,04/24/2016 15:57:12,4,421,Subscriber,96360
88355,01/10/2017 04:09:25,4,01/11/2017 04:42:00,6,148,Subscriber,11423
49954,06/13/2016 10:16:45,17,06/14/2016 00:09:19,7,101,Customer,87332
38045,01/10/2017 21:53:59,12,01/11/2017 08:28:04,22,337,Subscriber,87599
128174,07/01/2016 04:34:51,14,07/02/2016 16:11:05,13,75,Customer,86359
118414,10/16/2016 13:51:44,18,10/17/2016 22:45:18,13,474,Customer,81411
51812,01/13/2017 17:19:22,16,01/14/2017 07:42:54,13,229,Customer,79772
142310,07/02/2016 22:53:26,11,07/04/2016 14:25:16,9,90,Customer,06296
153466,07/17/2016 01:16:13,14,07/18/2016 19:53:59,10,38,Subscriber,23906
167161,02/10/2016 01:59:12,3,02/12/2016 00:25:13,25,308,Subscriber,98256
20830,07/04/2016 17:12:10,25,07/04/2016 22:59:20,4,351,Customer,11707
134836,08/09/2016 18:34:26,2,08/11/2016 08:01:42,2,124,Customer,91994
60315,08/15/2016 19:32:05,16,08/16/2016 12:17:20,8,472,Customer,29716
67817,05/19/2016 21:57:48,20,05/20/2016 16:48:05,6,21,Customer,05862
45237,12/13/2016 04:01:46,12,12/13/2016 16:35:43,16,155,Subscriber,82861
108274,08/06/2016 20:29:45,16,08/08/2016 02:34:19,18,281,Subscriber,30056
134976,12/03/2016 02:12:37,3,12/04/2016 15:42:13,19,13,Customer,08454
43751,02/12/2016 23:03:29,19,02/13/2016 11:12:40,15,397,Customer,22395
98692,02/19/2016 06:03:33,1,02/20/2016 09:28:25,21,178,Subscriber,35492
97342,08/30/2016 10:24:12,19,08/31/2016 13:26:34,3,162,Customer,98252
38804,10/03/2016 16:10:54,25,10/04/2016 02:57:38,12,453,Customer,75803
43494,05/22/2016 07:41:38,25,05/22/2016 19:46:32,12,382,Customer,28010
96137,01/05/2017 00:37:31,22,01/06/2017 03:19:48,11,485,Subscriber,33885
5028,02/26/2016 15:28:38,3,02/26/2016 16:52:26,15,211,Subscriber,76364
52578,01/13/2017 02:51:27,14,01/13/2017 17:27:45,19,477,Customer,28777
78664,10/02/2016 19:55:22,2,10/03/2016 17:46:26,1,304,Subscriber,78528
149512,02/25/2016 06:21:06,18,02/26/2016 23:52:58,15,440,Subscriber,27416
75596,10/29/2016 23:24:13,17,10/30/2016 20:24:09,3,5,Subscriber,12197
153413,03/26/2016 14:33:44,5,03/28/2016 09:10:37,10,471,Customer,83062
173318,02/13/2016 21:02:58,18,02/15/2016 21:11:36,14,159,Subscriber,42924
89120,05/25/2016 19:50:57,9,05/26/2016 20:36:17,2,245,Subscriber,00425
170407,04/05/2016 10:42:59,5,04/07/2016 10:03:06,12,107,Customer,70959
59698,09/12/2016 02:41:30,13,09/12/2016 19:16:28,9,224,Subscriber,45822
45688,12/16/2016 11:47:57,4,12/17/2016 00:29:25,12,352,Subscriber,37629
65069,03/25/2016 14:41:21,1,03/26/2016 08:45:50,16,414,Subscriber,50723
97760,08/28/2016 08:08:42,12,08/29/2016 11:18:02,6,196,Customer,91574
78742,12/12/2016 11:35:45,24,12/13/2016 09:28:07,6,67,Customer,66217
128093,03/31/2016 03:07:34,4,04/01/2016 14:42:27,6,106,Customer,67504
42143,02/20/2016 19:52:46,12,02/21/2016 07:35:09,5,377,Subscriber,48941
106727,12/15/2016 22:50:07,16,12/17/2016 04:28:54,24,85,Subscriber,79064
14987,07/17/2016 22:19:08,12,07/18/2016 02:28:55,13,322,Subscriber,73448
103547,03/01/2016 19:36:58,5,03/03/2016 00:22:45,22,61,Subscriber,12026
52973,12/11/2016 12:19:18,5,12/12/2016 03:02:11,11,64,Subscriber,43396
110740,03/16/2016 20:56:38,9,03/18/2016 03:42:18,9,387,Customer,15643
4701,10/09/2016 17:44:35,24,10/09/2016 19:02:56,20,408,Customer,38334
144078,04/09/2016 01:57:35,25,04/10/2016 17:58:53,19,456,Subscriber,79589
47251,02/17/2016 19:52:01,20,02/18/2016 08:59:32,19,282,Customer,82859
26606,05/02/2016 12:45:01,24,05/02/2016 20:08:27,17,113,Subscriber,92072
138778,03/02/2016 19:34:25,19,03/04/2016 10:07:23,2,459,Customer,29008
148217,02/11/2016 00:46:04,13,02/12/2016 17:56:21,16,57,Customer,70522
18760,06/22/2016 04:32:32,3,06/22/2016 09:45:12,1,113,Customer,00636
161256,02/11/2016 14:23:29,22,02/13/2016 11:11:05,22,302,Customer,55427
139818,07/02/2016 21:49:31,8,07/04/2016 12:39:49,14,189,Subscriber,66090
133769,02/10/2016 15:17:15,12,02/12/2016 04:26:44,24,247,Customer,62189
174975,05/06/2016 07:19:59,5,05/08/2016 07:56:14,17,272,Subscriber,73226
125409,04/04/2016 15:57:56,5,04/06/2016 02:48:05,19,348,Subscriber,97037
71964,04/11/2016 08:30:58,11,04/12/2016 04:30:22,18,404,Customer,44264
166887,07/14/2016 15:23:50,7,07/16/2016 13:45:17,7,33,Subscriber,67486
13389,09/08/2016 06:30:57,23,09/08/2016 10:14:06,23,79,Subscriber,40230
14196,07/22/2016 16:58:08,1,07/22/2016 20:54:44,13,201,Subscriber,01302
25968,10/13/2016 21:55:07,16,10/14/2016 05:07:55,11,120,Customer,36059
32358,06/17/2016 18:44:26,23,06/18/2016 03:43:44,24,176,Customer,48165
78976,02/07/2016 09:43:56,19,02/08/2016 07:40:12,25,465,Customer,15432
145814,09/12/2016 03:59:12,15,09/13/2016 20:29:26,4,255,Customer,24022
74584,11/17/2016 03:08:09,23,11/17/2016 23:51:13,10,220,Customer,38569
138251,04/21/2016 09:40:44,20,04/23/2016 00:04:55,22,75,Subscriber,01598
107831,04/24/2016 01:57:57,19,04/25/2016 07:55:08,23,227,Subscriber,18858
70471,04/15/2016 19:57:37,25,04/16/2016 15:32:08,11,352,Subscriber,03672
39880,05/24/2016 16:14:11,23,05/25/2016 03:18:51,23,458,Customer,48228
103742,08/30/2016 04:40:33,16,08/31/2016 09:29:35,22,135,Subscriber,40330
10338,01/19/2017 21:33:29,12,01/20/2017 00:25:47,12,145,Customer,86681
139057,09/03/2016 14:54:49,22,09/05/2016 05:32:26,8,143,Subscriber,48625
110185,05/25/2016 04:38:46,20,05/26/2016 11:15:11,22,104,Subscriber,85174
51992,11/11/2016 04:28:43,22,11/11/2016 18:55:15,25,384,Subscriber,41273
176340,11/12/2016 02:11:12,15,11/14/2016 03:10:12,25,106,Subscriber,47127
19192,01/01/2017 22:56:55,25,01/02/2017 04:16:47,13,214,Subscriber,01846
66766,06/04/2016 08:24:38,2,06/05/2016 02:57:24,23,138,Customer,84231
35934,06/09/2016 22:42:41,7,06/10/2016 08:41:35,25,378,Customer,43832
3436,02/12/2016 06:37:54,4,02/12/2016 07:35:10,21,377,Customer,33224
68652,05/03/2016 05:49:00,21,05/04/2016 00:53:12,3,67,Customer,53862
141539,07/27/2016 05:25:45,22,07/28/2016 20:44:44,3,320,Customer,30388
143180,11/23/2016 01:43:45,16,11/24/2016 17:30:05,9,132,Subscriber,63257
97251,05/14/2016 23:35:23,19,05/16/2016 02:36:14,10,423,Customer,26553
138695,12/11/2016 02:59:43,8,12/12/2016 17:31:18,24,269,Subscriber,37219
117251,12/20/2016 17:33:50,19,12/22/2016 02:08:01,10,442,Customer,28279
67682,11/24/2016 21:29:22,25,11/25/2016 16:17:24,13,258,Subscriber,26483
29774,10/11/2016 19:14:06,9,10/12/2016 03:30:20,19,330,Subscriber,52530
60874,11/15/2016 22:04:56,20,11/16/2016 14:59:30,17,78,Subscriber,28554
32940,08/26/2016 00:36:49,24,08/26/2016 09:45:49,23,14,Subscriber,53484
140738,01/25/2017 12:11:52,2,01/27/2017 03:17:30,14,226,Subscriber,30013
12228,08/24/2016 00:37:37,12,08/24/2016 04:01:25,22,388,Customer,30052
132450,04/19/2016 18:07:23,20,04/21/2016 06:54:53,13,164,Customer,40307
108541,03/18/2016 22:35:05,13,03/20/2016 04:44:06,14,206,Subscriber,01468
131455,06/03/2016 00:48:52,5,06/04/2016 13:19:47,8,401,Customer,66672
102574,06/16/2016 01:51:14,15,06/17/2016 06:20:48,19,239,Subscriber,88795
46665,09/13/2016 05:39:05,8,09/13/2016 18:36:50,3,135,Customer,27155
147360,07/25/2016 17:13:12,13,07/27/2016 10:09:12,14,406,Subscriber,45546
169484,12/31/2016 18:20:25,3,01/02/2017 17:25:09,16,47,Subscriber,52563
45643,12/07/2016 02:09:52,9,12/07/2016 14:50:35,6,72,Subscriber,05277
44817,02/13/2016 05:33:18,18,02/13/2016 18:00:15,19,119,Subscriber,38648
14863,12/06/2016 21:54:21,24,12/07/2016 02:02:04,24,438,Subscriber,58914
76094,06/26/2016 00:04:28,4,06/26/2016 21:12:42,3,274,Customer,48661
173521,01/05/2017 21:57:50,20,01/07/2017 22:09:51,19,268,Customer,55182
136291,09/02/2016 10:45:15,19,09/04/2016 00:36:46,10,348,Subscriber,60958
25557,11/21/2016 04:29:10,23,11/21/2016 11:35:07,16,194,Customer,10270
140875,09/08/2016 12:53:26,24,09/10/2016 04:01:21,16,54,Customer,09953
135077,12/04/2016 20:03:25,3,12/06/2016 09:34:42,23,372,Customer,08597
158277,02/10/2016 13:24:06,7,02/12/2016 09:22:03,19,400,Subscriber,11615
8485,10/09/2016 09:39:34,19,10/09/2016 12:00:59,21,400,Subscriber,53271
160326,07/26/2016 04:08:03,6,07/28/2016 00:40:09,12,113,Subscriber,34851
87368,10/17/2016 23:48:04,14,10/19/2016 00:04:12,17,152,Subscriber,72477
135090,12/28/2016 15:14:12,24,12/30/2016 04:45:42,18,218,Subscriber,98272
68404,12/28/2016 16:57:19,14,12/29/2016 11:57:23,5,192,Customer,37799
10457,02/05/2016 04:38:09,6,02/05/2016 07:32:26,6,64,Subscriber,21613
7431,03/19/2016 17:56:31,10,03/19/2016 20:00:22,9,308,Customer,97379
43176,01/16/2017 00:56:21,24,01/16/2017 12:55:57,6,182,Subscriber,97408
136740,08/30/2016 13:59:20,24,09/01/2016 03:58:20,11,378,Customer,83109
93200,04/03/2016 05:53:27,15,04/04/2016 07:46:47,23,110,Customer,72550
145287,09/11/2016 10:30:31,5,09/13/2016 02:51:58,23,197,Subscriber,61977
35361,05/21/2016 14:57:38,20,05/22/2016 00:46:59,3,353,Customer,76317
32952,11/22/2016 14:17:19,17,11/22/2016 23:26:31,16,471,Customer,49227
93631,09/07/2016 21:23:43,13,09/08/2016 23:24:14,9,396,Subscriber,37558
62157,10/06/2016 10:17:47,5,10/07/2016 03:33:44,5,313,Customer,88731
65025,11/25/2016 20:50:28,12,11/26/2016 14:54:13,12,141,Subscriber,54569
76955,04/10/2016 05:58:27,14,04/11/2016 03:21:02,17,366,Subscriber,35837
43186,11/04/2016 18:30:36,19,11/05/2016 06:30:22,25,200,Subscriber,34849
79837,12/08/2016 10:18:35,11,12/09/2016 08:29:12,21,464,Customer,29577
70521,08/17/2016 13:08:09,15,08/18/2016 08:43:30,19,348,Customer,87608
120205,10/08/2016 05:38:11,3,10/09/2016 15:01:36,9,24,Customer,40865
109021,05/29/2016 20:27:55,2,05/31/2016 02:44:56,15,474,Subscriber,57408
64133,09/05/2016 10:13:51,14,09/06/2016 04:02:44,10,25,Customer,33434
123838,12/03/2016 02:02:05,5,12/04/2016 12:26:03,9,412,Subscriber,63225
